,Sentence,IsQuestion
1069,price of mercury,No
1070,patti page biography,No
1071,causes for low platelet count,No
1072,jogos para 2 pessoas,No
1073,rcti indonesia,No
1074,what chemicals are in fertilizer,Yes
1075,cheapest green slips in sydney,No
1076,hip surgery pictures,No
1077,old cowboy pictures,No
1078,gain weight for skinny girls,No
1079,function of the liver,No
1080,one mobile market,No
1081,kids movies out now,No
1082,significado de la palabra bipolar,No
1083,list of national animals,No
1084,nuwave reviews,No
1085,how to make liquid starch,Yes
1086,empleos en aeropuerto,No
1087,unclaimed cash,No
1088,https twitter com,No
1089,procurado,No
1090,imagenes de vestidos,No
1091,definition of love,No
1092,how does the spinning jenny work,Yes
1093,how to enter cheat codes,Yes
1094,mollusks,No
1095,garmin roads html,No
1096,ranitidine 150 mg,No
1097,fake id download free templates,No
1098,california state sales tax,No
1099,telemundo en vivo justin,No
1100,workcover victoria,No
1101,target on line store,No
1102,musicas de calibre 50,No
1103,medicina para colitis,No
1104,account online,No
1105,scotialine online banking,No
1106,what is ecoli,Yes
1107,music indonesia,No
1108,types of fish in lakes,No
1109,juegos de arreglar carros,No
1110,vuelo conviasa,No
1111,mta map subway nyc,No
1112,toronto blue jays,No
1113,american rifleman magazine,No
1114,ventas de motocicletas,No
1115,signs and symptoms of ischemia,No
1116,in store belk coupons,No
1117,how to write a cheque,Yes
1118,gambar lucu,No
1119,infracciones de provincia,No
1120,behr color chart interior paint,No
1121,dc jail,No
1122,voz loquendo descargar,No
1123,knee injuries meniscus,No
1124,1976 2 dollar bill worth,No
1125,lojas americana,No
1126,little tikes second hand,No
1127,what is bbbj,Yes
1128,erika,No
1129,spanish cake recipes,No
1130,pay surcharge online,No
1131,jogos de vestir barbe,No
1132,implantes dentales,No
1133,tamales de pollo,No
1134,senai cuiaba,No
1135,how to make pesto sauce shtml,Yes
1136,black rice recipe,No
1137,window treatments decorating ideas,No
1138,basketball court diagram layout,Yes
1139,super bowl game schedule,No
1140,como preencher curriculo,No
1141,scampi sauce recipe for pasta html,No
1142,jogos padrinho magico,No
1143,grand buffet restaurant,No
1144,forklift safety,No
1145,step by step fly patterns,No
1146,gold price chart 50 years,No
1147,free zombies games play,No
1148,how to write excuse absent letter,Yes
1149,mini husky puppies for sale,No
1150,fan monarca tv,No
1151,what are symptoms of uti,Yes
1152,descargar audacity gratis,No
1153,famous logos trademarks,No
1154,interqual guidelines,No
1155,who is the president of mexico,Yes
1156,shirley caesar lyrics,No
1157,hayward pool pump timer,No
1158,help me solve a cryptic clue,No
1159,aspire t180 html,No
1160,pagibig online registration,No
1161,joyce leslie shop online,No
1162,vaporetto polti,No
1163,need ideas for a friendly bet,No
1164,canciones infantiles en espanol,No
1165,jogos capoeira,No
1166,the walking dead season 1,No
1167,1970 camaro for sale,No
1168,sirloin steak marinade recipe html,No
1169,ruas do bairro,No
1170,verbos en copreterito,No
1171,microonibus a venda em sp,No
1172,hospital ratings by state,No
1173,jogos de hoje paulistao,No
1174,bom weather bureau,No
1175,now you see me film,No
1176,summit credit union,No
1177,human body joints,No
1178,free webcam broadcast chat,No
1179,gluten free bread machine,No
1180,montreal selenium,No
1181,videos de monica,No
1182,new south wales lotto results,No
1183,fet life,No
1184,how much did abraham lincoln weigh,Yes
1185,que es una ong,No
1186,la raiz cuadrada,No
1187,caja de cambio automatica,No
1188,chevy c4500 kodiak for sale,No
1189,plumbing license,No
1190,silver certificate appraisals,No
1191,movies on amc this week,No
1192,edsa revolution,No
1193,old fashioned tea cake recipe,No
1194,tradutor on line gratis,No
1195,jogos da barbi moda magia,No
1196,trabajo en cucuta,No
1197,supercuts printable coupons,No
1198,long island city major world,No
1199,youtube skrillex,No
1200,shoulder tendinitis,No
1201,egress window size chart,No
1202,cargo pants,No
1203,tierra cali,No
1204,first signs of chickenpox,No
1205,dash diet high blood pressure,No
1206,old hearses for sale cheap,No
1207,santa tereza,No
1208,acir leiloeiro,No
1209,rv dinette cushions,No
1210,mujeres buscando hombres,No
1211,precios de scanner,No
1212,grover disease treatment,No
1213,common era,No
1214,kiz juegos,No
1215,where to buy itching powder,No
1216,cuauhtemoc,No
1217,woman videos,No
1218,starbucks menu and prices,No
1219,who discovered the element iron,Yes
1220,annette funicello and multiple sclerosis,No
1221,vtechkids warranty,No
1222,free buffet coupons,No
1223,jornal meia hora rj,No
1224,palace of versailles,No
1225,used tents,No
1226,coconut facts,No
1227,modelos hyundai 2013,No
1228,fashion q clothing store,No
1229,protime levels,No
1230,pencil horse drawings,No
1231,what is maca powder benefits,Yes
1232,bernina sewing machine liquidation,No
1233,tatimet e mia,No
1234,trash pack series 4,No
1235,free short films,No
1236,high definition wallpaper,No
1237,pebble go games,No
1238,descargar office gratis 2007,No
1239,forest river rv manuals,No
1240,cursos gratuitos 2013,No
1241,diario oficial municipal,No
1242,britney spears getting out of limo,No
1243,play bikes games,No
1244,home remedy for killing wasps,No
1245,jogos de hotel,No
1246,diomedes diaz videos,No
1247,sig sauer p226 navy,No
1248,marilyn hickey prayer request,No
1249,2 via conta de telefone,No
1250,simon malls locations,No
1251,kidney cancer surgery,No
1252,adult footed pajamas,No
1253,cleaning brass,No
1254,excluir essa pagina,No
1255,how to boil shrimp,Yes
1256,where did gandhi die,No
1257,sears human resources,No
1258,fada,No
1259,v belt sizes,No
1260,all about fire pots,No
1261,listado gobernadores,No
1262,como cambiar clave wifi,No
1263,amazons phone number,No
1264,hotels in downtown gatlinburg tn,No
1265,mercedes sprinter usados,No
1266,how test an ignition coil shtml,Yes
1267,vfw halls for rent,No
1268,montebello amc showtimes,Yes
1269,verizon free downloads,No
1270,tarjetas para amistad,No
1271,bath body works coupon,No
1272,ejemplos de sonetos,No
1273,prices for john deere lawn tractors,No
1274,gaiolas para trinca ferro,No
1275,give me example of chemical changes,No
1276,nigeria people,No
1277,homemade birthday presents for mom,No
1278,deceased wwe wrestlers,No
1279,mothballs as snake repellent,No
1280,block miner,No
1281,salt pepper shakers,No
1282,certified nursing assistant practice exams,No
1283,soft kitty lyrics,No
1284,what is an allusion,Yes
1285,how to install stereo,Yes
1286,rules of chess,No
1287,wacky wordies solutions,No
1288,how much does the moon weigh,Yes
1289,embroidery machines for sale,No
1290,movies by beverly lewis,No
1291,free typing lessons,No
1292,shaiya download,No
1293,propiedades del te verde,No
1294,gazebo covers,No
1295,wileyplus access code,No
1296,play free pbs kids games,No
1297,gta san andreas 4,No
1298,class dojo student,No
1299,ultimate guitar chords,No
1300,red kitchen appliances,No
1301,carro financiado sem entrada,No
1302,what causes petechiae,Yes
1303,wooden sailboat kits,No
1304,sterling bank,No
1305,ina garten chicken recipes,No
1306,prestamos compartamos banco,No
1307,70cc dirt bikes,No
1308,volkswagon,No
1309,sleeping with sirens,No
1310,what is pdf format,Yes
1311,codigo para gta,No
1312,snail bob 2,No
1313,first bank of the united states,No
1314,princess cruise,No
1315,used car for sale in usa,No
1316,what does mercantilism mean,Yes
1317,john p kee,No
1318,descargar temas para pc,No
1319,kawasaki mule 2510 specs,No
1320,do not call register australia,Yes
1321,cursos cortos,No
1322,chanel phone covers,No
1323,descargar los sims,No
1324,how to plant amaryllis,Yes
1325,olive garden dinner menu,No
1326,logros de parley,No
1327,campanha da fraternidade 2008,No
1328,lesb,No
1329,news 4 jax,No
1330,angry birds rio jogar,No
1331,android cases,No
1332,what is information technology,Yes
1333,dtw parking coupons,No
1334,free arabic music online,No
1335,foto de miomas,No
1336,achar cnpj de empresas,No
1337,facts about egypt,No
1338,how to clean laminate flooring,Yes
1339,support groups for cancer patients family,No
1340,frases versos de amor,No
1341,who is dr  chauncey crandall,Yes
1342,lingua,No
1343,people finder japan,No
1344,state of ct tax forms,No
1345,cures for bell s palsy,No
1346,http www 4shared com,No
1347,lockheed p 38 lightning,No
1348,renta de casas de morelia,No
1349,park shin hye rant,No
1350,yamaha fazer,No
1351,what is stress,Yes
1352,mapa divinopolis mg,No
1353,shampoo,No
1354,easy oven pulled pork recipe,No
1355,conciliacion,No
1356,cost of shipping fedex,No
1357,value of australian coins,No
1358,used golf cart tires,No
1359,what is the femur bone,Yes
1360,cool usernames for guys,No
1361,jonathan cainer horoscopes,No
1362,interior dash lights,No
1363,algae removal in swimming pools,No
1364,estado de sao paulo jornal,No
1365,weather forecast europe,No
1366,milhas gol cadastro,No
1367,assistir a fazenda ao vivo record,No
1368,online pokemon game,No
1369,suspension parts,No
1370,montezuma castle arizona,No
1371,tambores de freio,No
1372,gogirlsgames com,No
1373,btcraft,No
1374,sight words for kindergarten,No
1375,modelo de advertencia,No
1376,causas do efeito estufa,No
1377,composite numbers,No
1378,sillas de rueda,No
1379,shelby township mi,No
1380,grenetina hidrolizada,No
1381,psicofisico resultados,No
1382,best greek salad recipe,No
1383,hotel maintenance,No
1384,avatares gratis,No
1385,english to celtic translation,No
1386,puree recipes,No
1387,poem safely home in heaven,No
1388,whirlpool service manuals,No
1389,ladybug life cycle,No
1390,999,No
1391,dicionario de ingles online,No
1392,bajar videos gratis mp3,No
1393,jogar montanha russa,No
1394,new holland backhoe parts,No
1395,what isf bond,Yes
1396,tv en vivo futbol,No
1397,palm tree roots,No
1398,dance central 4,No
1399,racionais vida loka parte 2,No
1400,houses for rent in gastonia,No
1401,paula deen s house,No
1402,alien vs predator toys,No
1403,better business reviews,No
1404,non alcoholic italian beverage recipes html,No
1405,rear windshield wiper arm,No
1406,modelo de atas,No
1407,totally spies,No
1408,la canela,No
1409,miami heat schedule,No
1410,american bald eagles,No
1411,bumps on palm of hand,No
1412,camperas columbia mujer,No
1413,does cellulitis cause itching,Yes
1414,lagos nigeria,No
1415,tirada de tarot gratis,No
1416,leapfrog,No
1417,diario la opinion de pergamino,No
1418,fotos de elefantes africanos,No
1419,savage 17 hmr clips,No
1420,fruits that help arthritis,No
1421,animes dublados,No
1422,easter egg games,No
1423,steps to become a fashion designer,No
1424,sell wooden pallets,No
1425,ashley home store,No
1426,byu,No
1427,cd charlie brown junior,No
1428,gratis descargas juegos,No
1429,liz vega,No
1430,pictures of fat ugly people,No
1431,landlord receipt form,No
1432,yoona,No
1433,descargar juegos gratuitos zylom,No
1434,jury selection,No
1435,google ana sayfam yap,No
1436,valor respeto definicion,No
1437,canam atv dealers,No
1438,volkswagen trikes,No
1439,paint msds data sheets,No
1440,illinois department of professional regulation,No
1441,treatment for sinus infection,No
1442,onlinesbh,No
1443,houghton mifflin grade 2,No
1444,gogos online,No
1445,basura reciclable,No
1446,what is monotheism,Yes
1447,eden pure heater parts,No
1448,folhas medicinais,No
1449,shark cordless sweeper battery pack,No
1450,polsky tv,No
1451,what is chronological order,Yes
1452,lazanha de berinjela,No
1453,what is the capital of illinois,Yes
1454,discovery mujer,No
1455,seminario,No
1456,how to make brown skin lighter,Yes
1457,receitas de festa junina,No
1458,list of lung diseases,No
1459,prefeitura de goiania,No
1460,heisey glassware,No
1461,mens hair styles pictures,No
1462,cream for psoriasis,No
1463,bv financeira,No
1464,bilbo baggins,No
1465,spectrumhealth org,No
1466,what is my astrology sign,Yes
1467,lawn mower oil filters,No
1468,aluguel casa niteroi,No
